"rule_id","authority","standard","ig_version","severity","message","pattern","check_tree_preview","status","converted_at","p21_primitive","notes"
"329","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of BASECATy for a given value of BASECAyN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BASECAyN,BASECATy,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"330","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of BASECAyN for a given value of BASECATy, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BASECATy,BASECAyN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"331","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of CHGCATy for a given value of CHGCATyN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(CHGCATyN,CHGCATy,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"332","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of CHGCATyN for a given value of CHGCATy, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(CHGCATy,CHGCATyN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"333","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of PCHGCATy for a given value of PCHGCAyN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(PCHGCAyN,PCHGCATy,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"334","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of PCHGCAyN for a given value of PCHGCATy, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(PCHGCATy,PCHGCAyN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"340","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of MCRITyML for a given value of MCRITyMN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(MCRITyMN,MCRITyML,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"341","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of MCRITyMN for a given value of MCRITyML, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(MCRITyML,MCRITyMN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"342","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of ANRLO for a given value of ANRLOC","paired-var-consistency-param","is_not_unique_relationship(ANRLOC,ANRLO,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"343","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of ANRLOC for a given value of ANRLO","paired-var-consistency-param","is_not_unique_relationship(ANRLO,ANRLOC,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"344","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of ANRHI for a given value of ANRHIC","paired-var-consistency-param","is_not_unique_relationship(ANRHIC,ANRHI,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"345","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of ANRHIC for a given value of ANRHI","paired-var-consistency-param","is_not_unique_relationship(ANRHI,ANRHIC,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"347","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of AyLO for a given value of AyLOC","paired-var-consistency-param","is_not_unique_relationship(AyLOC,AyLO,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"348","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of AyLOC for a given value of AyLO","paired-var-consistency-param","is_not_unique_relationship(AyLO,AyLOC,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"350","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of AyHI for a given value of AyHIC","paired-var-consistency-param","is_not_unique_relationship(AyHIC,AyHI,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"351","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a parameter, there is more than one value of AyHIC for a given value of AyHI","paired-var-consistency-param","is_not_unique_relationship(AyHI,AyHIC,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"359","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","There is more than one value of DTHCAUS for a given value of DTHCAUSN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(DTHCAUSN,DTHCAUS)","predicate","2026-04-21T11:50:50Z","unique",NA
"360","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","There is more than one value of DTHCAUSN for a given value of DTHCAUS, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(DTHCAUS,DTHCAUSN)","predicate","2026-04-21T11:50:50Z","unique",NA
"373","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","CNSR is not present","presence-required","not_exists(CNSR)","predicate","2026-04-21T11:26:53Z","required",NA
"374","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","AVAL is not present","presence-required","not_exists(AVAL)","predicate","2026-04-21T11:26:53Z","required",NA
"375","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, a variable which has a suffix of GRyN is populated and a variable with the same root name and suffix of GRy is not populated","value-pair-coupled","non_empty(stemGRyN) & empty(stemGRy)","predicate","2026-04-21T13:23:22Z",NA,NA
"376","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, a variable which has a suffix of GRy is populated and a variable with the same root name and suffix of GRyN is not populated","value-pair-coupled","non_empty(stemGRy) & empty(stemGRyN)","predicate","2026-04-21T13:23:22Z",NA,NA
"377","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTxxP is populated and TRTxxPN is not populated","value-pair-coupled","non_empty(TRTxxP) & empty(TRTxxPN)","predicate","2026-04-21T13:12:28Z",NA,NA
"378","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTxxPN is populated and TRTxxP is not populated","value-pair-coupled","non_empty(TRTxxPN) & empty(TRTxxP)","predicate","2026-04-21T13:12:28Z",NA,NA
"379","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGRN is populated and BTOXGR is not populated","value-conditional-populated","non_empty(BTOXGRN) & empty(BTOXGR)","predicate","2026-04-21T11:35:41Z","condition",NA
"380","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGR is populated and BTOXGRN is not populated","value-conditional-populated","non_empty(BTOXGR) & empty(BTOXGRN)","predicate","2026-04-21T11:35:41Z","condition",NA
"381","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGR for a given value of BTOXGRN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGRN,BTOXGR,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"382","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGRN for a given value of BTOXGR, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGR,BTOXGRN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"383","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGRL for a given value of BTOXGRLN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGRLN,BTOXGRL,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"384","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGRLN for a given value of BTOXGRL, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGRL,BTOXGRLN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"385","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGRL is populated and BTOXGRLN is not populated","value-conditional-populated","non_empty(BTOXGRL) & empty(BTOXGRLN)","predicate","2026-04-21T11:35:41Z","condition",NA
"386","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGRLN is populated and BTOXGRL is not populated","value-conditional-populated","non_empty(BTOXGRLN) & empty(BTOXGRL)","predicate","2026-04-21T11:35:41Z","condition",NA
"387","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGRH for a given value of BTOXGRHN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGRHN,BTOXGRH,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"388","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of BTOXGRHN for a given value of BTOXGRH, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(BTOXGRH,BTOXGRHN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"389","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGRH is populated and BTOXGRHN is not populated","value-conditional-populated","non_empty(BTOXGRH) & empty(BTOXGRHN)","predicate","2026-04-21T11:35:41Z","condition",NA
"390","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BTOXGRHN is populated and BTOXGRH is not populated","value-conditional-populated","non_empty(BTOXGRHN) & empty(BTOXGRH)","predicate","2026-04-21T11:35:41Z","condition",NA
"391","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGR is populated and ATOXGRN is not populated","value-conditional-populated","non_empty(ATOXGR) & empty(ATOXGRN)","predicate","2026-04-21T11:35:41Z","condition",NA
"392","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGRN is populated and ATOXGR is not populated","value-conditional-populated","non_empty(ATOXGRN) & empty(ATOXGR)","predicate","2026-04-21T11:35:41Z","condition",NA
"393","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGRL is populated and ATOXGRLN is not populated","value-conditional-populated","non_empty(ATOXGRL) & empty(ATOXGRLN)","predicate","2026-04-21T11:35:41Z","condition",NA
"394","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGRLN is populated and ATOXGRL is not populated","value-conditional-populated","non_empty(ATOXGRLN) & empty(ATOXGRL)","predicate","2026-04-21T11:35:41Z","condition",NA
"395","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of ATOXGRL for a given value of ATOXGRLN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(ATOXGRLN,ATOXGRL,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"396","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of ATOXGRLN for a given value of ATOXGRL, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(ATOXGRL,ATOXGRLN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"397","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGRH is populated and ATOXGRHN is not populated","value-conditional-populated","non_empty(ATOXGRH) & empty(ATOXGRHN)","predicate","2026-04-21T11:35:41Z","condition",NA
"398","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATOXGRHN is populated and ATOXGRH is not populated","value-conditional-populated","non_empty(ATOXGRHN) & empty(ATOXGRH)","predicate","2026-04-21T11:35:41Z","condition",NA
"399","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of ATOXGRH for a given value of ATOXGRHN, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(ATOXGRHN,ATOXGRH,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"400","CDISC","ADaM-IG","1.2,1.3","Medium","Within a parameter, there is more than one value of ATOXGRHN for a given value of ATOXGRH, considering only those rows on which both variables are populated","paired-var-consistency-param","is_not_unique_relationship(ATOXGRH,ATOXGRHN,PARAMCD)","predicate","2026-04-21T21:48:40Z",NA,NA
"407","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ABLFN is populated and ABLFL is not populated","value-conditional-populated","non_empty(ABLFN) & empty(ABLFL)","predicate","2026-04-21T11:35:41Z","condition",NA
"408","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ABLFL is populated and ABLFN is not populated","value-conditional-populated","non_empty(ABLFL) & empty(ABLFN)","predicate","2026-04-21T11:35:41Z","condition",NA
"409","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of ABLFN for a given value of ABLFL, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(ABLFL,ABLFN)","predicate","2026-04-21T11:50:50Z","unique",NA
"410","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of ABLFL for a given value of ABLFN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(ABLFN,ABLFL)","predicate","2026-04-21T11:50:50Z","unique",NA
"411","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ANLzzFN is populated and ANLzzFL is not populated","value-pair-coupled","non_empty(ANLzzFN) & empty(ANLzzFL)","predicate","2026-04-21T13:12:28Z",NA,NA
"412","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ANLzzFL is populated and ANLzzFN is not populated","value-pair-coupled","non_empty(ANLzzFL) & empty(ANLzzFN)","predicate","2026-04-21T13:12:28Z",NA,NA
"415","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTSEQPN is populated and TRTSEQP is not populated","value-conditional-populated","non_empty(TRTSEQPN) & empty(TRTSEQP)","predicate","2026-04-21T11:35:41Z","condition",NA
"416","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTSEQP is populated and TRTSEQPN is not populated","value-conditional-populated","non_empty(TRTSEQP) & empty(TRTSEQPN)","predicate","2026-04-21T11:35:41Z","condition",NA
"417","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTSEQAN is populated and TRTSEQA is not populated","value-conditional-populated","non_empty(TRTSEQAN) & empty(TRTSEQA)","predicate","2026-04-21T11:35:41Z","condition",NA
"418","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTSEQA is populated and TRTSEQAN is not populated","value-conditional-populated","non_empty(TRTSEQA) & empty(TRTSEQAN)","predicate","2026-04-21T11:35:41Z","condition",NA
"419","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRxxPGyN is populated and TRxxPGy is not populated","value-pair-coupled","non_empty(TRxxPGyN) & empty(TRxxPGy)","predicate","2026-04-21T13:23:22Z",NA,NA
"420","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRxxPGy is populated and TRxxPGyN is not populated","value-pair-coupled","non_empty(TRxxPGy) & empty(TRxxPGyN)","predicate","2026-04-21T13:23:22Z",NA,NA
"421","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRxxAGyN is populated and TRxxAGy is not populated","value-pair-coupled","non_empty(TRxxAGyN) & empty(TRxxAGy)","predicate","2026-04-21T13:23:22Z",NA,NA
"422","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRxxAGy is populated and TRxxAGyN is not populated","value-pair-coupled","non_empty(TRxxAGy) & empty(TRxxAGyN)","predicate","2026-04-21T13:23:22Z",NA,NA
"423","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTPGyN is populated and TRTPGy is not populated","value-pair-coupled","non_empty(TRTPGyN) & empty(TRTPGy)","predicate","2026-04-21T13:12:28Z",NA,NA
"424","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTPGy is populated and TRTPGyN is not populated","value-pair-coupled","non_empty(TRTPGy) & empty(TRTPGyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"425","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTAGy is populated and TRTAGyN is not populated","value-pair-coupled","non_empty(TRTAGy) & empty(TRTAGyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"426","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTAGyN is populated and TRTAGy is not populated","value-pair-coupled","non_empty(TRTAGyN) & empty(TRTAGy)","predicate","2026-04-21T13:12:28Z",NA,NA
"427","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTxxA is populated and TRTxxAN is not populated","value-pair-coupled","non_empty(TRTxxA) & empty(TRTxxAN)","predicate","2026-04-21T13:12:28Z",NA,NA
"428","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTxxAN is populated and TRTxxA is not populated","value-pair-coupled","non_empty(TRTxxAN) & empty(TRTxxA)","predicate","2026-04-21T13:12:28Z",NA,NA
"429","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, APERIOD is populated and APERIODC is not populated","value-conditional-populated","non_empty(APERIOD) & empty(APERIODC)","predicate","2026-04-21T11:35:41Z","condition",NA
"430","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, APERIODC is populated and APERIOD is not populated","value-conditional-populated","non_empty(APERIODC) & empty(APERIOD)","predicate","2026-04-21T11:35:41Z","condition",NA
"431","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, APHASE is populated and APHASEN is not populated","value-conditional-populated","non_empty(APHASE) & empty(APHASEN)","predicate","2026-04-21T11:35:41Z","condition",NA
"432","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, APHASEN is populated and APHASE is not populated","value-conditional-populated","non_empty(APHASEN) & empty(APHASE)","predicate","2026-04-21T11:35:41Z","condition",NA
"433","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ASPER is populated and ASPERC is not populated","value-conditional-populated","non_empty(ASPER) & empty(ASPERC)","predicate","2026-04-21T11:35:41Z","condition",NA
"434","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ASPERC is populated and ASPER is not populated","value-conditional-populated","non_empty(ASPERC) & empty(ASPER)","predicate","2026-04-21T11:35:41Z","condition",NA
"435","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATPT is populated and ATPTN is not populated","value-conditional-populated","non_empty(ATPT) & empty(ATPTN)","predicate","2026-04-21T11:35:41Z","condition",NA
"436","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, ATPTN is populated and ATPT is not populated","value-conditional-populated","non_empty(ATPTN) & empty(ATPT)","predicate","2026-04-21T11:35:41Z","condition",NA
"437","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, AVALCATy is populated and AVALCAyN is not populated","value-pair-coupled","non_empty(AVALCATy) & empty(AVALCAyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"438","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, AVALCAyN is populated and AVALCATy is not populated","value-pair-coupled","non_empty(AVALCAyN) & empty(AVALCATy)","predicate","2026-04-21T13:12:28Z",NA,NA
"439","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BASECATy is populated and BASECAyN is not populated","value-pair-coupled","non_empty(BASECATy) & empty(BASECAyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"440","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, BASECAyN is populated and BASECATy is not populated","value-pair-coupled","non_empty(BASECAyN) & empty(BASECATy)","predicate","2026-04-21T13:12:28Z",NA,NA
"441","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, CHGCATy is populated and CHGCATyN is not populated","value-pair-coupled","non_empty(CHGCATy) & empty(CHGCATyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"442","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, CHGCATyN is populated and CHGCATy is not populated","value-pair-coupled","non_empty(CHGCATyN) & empty(CHGCATy)","predicate","2026-04-21T13:12:28Z",NA,NA
"443","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, PCHGCATy is populated and PCHGCAyN is not populated","value-pair-coupled","non_empty(PCHGCATy) & empty(PCHGCAyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"444","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, PCHGCAyN is populated and PCHGCATy is not populated","value-pair-coupled","non_empty(PCHGCAyN) & empty(PCHGCATy)","predicate","2026-04-21T13:12:28Z",NA,NA
"445","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, PARCATy is populated and PARCATyN is not populated","value-pair-coupled","non_empty(PARCATy) & empty(PARCATyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"446","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, PARCATyN is populated and PARCATy is not populated","value-pair-coupled","non_empty(PARCATyN) & empty(PARCATy)","predicate","2026-04-21T13:12:28Z",NA,NA
"447","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, AVISITN is populated and AVISIT is not populated","value-conditional-populated","non_empty(AVISITN) & empty(AVISIT)","predicate","2026-04-21T11:35:41Z","condition",NA
"448","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, DTHCAUS is populated and DTHCAUSN is not populated","value-conditional-populated","non_empty(DTHCAUS) & empty(DTHCAUSN)","predicate","2026-04-21T11:35:41Z","condition",NA
"449","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, DTHCAUSN is populated and DTHCAUS is not populated","value-conditional-populated","non_empty(DTHCAUSN) & empty(DTHCAUS)","predicate","2026-04-21T11:35:41Z","condition",NA
"450","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, MCRITyML is populated and MCRITyMN is not populated","value-pair-coupled","non_empty(MCRITyML) & empty(MCRITyMN)","predicate","2026-04-21T13:12:28Z",NA,NA
"451","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, MCRITyMN is populated and MCRITyML is not populated","value-pair-coupled","non_empty(MCRITyMN) & empty(MCRITyML)","predicate","2026-04-21T13:12:28Z",NA,NA
"452","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, REGIONy is populated and REGIONyN is not populated","value-pair-coupled","non_empty(REGIONy) & empty(REGIONyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"453","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, REGIONyN is populated and REGIONy is not populated","value-pair-coupled","non_empty(REGIONyN) & empty(REGIONy)","predicate","2026-04-21T13:12:28Z",NA,NA
"454","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, SHIFTy is populated and SHIFTyN is not populated","value-pair-coupled","non_empty(SHIFTy) & empty(SHIFTyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"455","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, SHIFTyN is populated and SHIFTy is not populated","value-pair-coupled","non_empty(SHIFTyN) & empty(SHIFTy)","predicate","2026-04-21T13:12:28Z",NA,NA
"456","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTA is populated and TRTAN is not populated","value-conditional-populated","non_empty(TRTA) & empty(TRTAN)","predicate","2026-04-21T11:35:41Z","condition",NA
"457","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTAN is populated and TRTA is not populated","value-conditional-populated","non_empty(TRTAN) & empty(TRTA)","predicate","2026-04-21T11:35:41Z","condition",NA
"458","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTP is populated and TRTPN is not populated","value-conditional-populated","non_empty(TRTP) & empty(TRTPN)","predicate","2026-04-21T11:35:41Z","condition",NA
"459","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRTPN is populated and TRTP is not populated","value-conditional-populated","non_empty(TRTPN) & empty(TRTP)","predicate","2026-04-21T11:35:41Z","condition",NA
"460","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TSEQPGy is populated and TSEQPGyN is not populated","value-pair-coupled","non_empty(TSEQPGy) & empty(TSEQPGyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"461","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TSEQPGyN is populated and TSEQPGy is not populated","value-pair-coupled","non_empty(TSEQPGyN) & empty(TSEQPGy)","predicate","2026-04-21T13:12:28Z",NA,NA
"462","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TSEQAGy is populated and TSEQAGyN is not populated","value-pair-coupled","non_empty(TSEQAGy) & empty(TSEQAGyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"463","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TSEQAGyN is populated and TSEQAGy is not populated","value-pair-coupled","non_empty(TSEQAGyN) & empty(TSEQAGy)","predicate","2026-04-21T13:12:28Z",NA,NA
"464","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRCMPGy is populated and TRCMPGyN is not populated","value-pair-coupled","non_empty(TRCMPGy) & empty(TRCMPGyN)","predicate","2026-04-21T13:12:28Z",NA,NA
"465","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, TRCMPGyN is populated and TRCMPGy is not populated","value-pair-coupled","non_empty(TRCMPGyN) & empty(TRCMPGy)","predicate","2026-04-21T13:12:28Z",NA,NA
"466","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATAR is populated and STRATARN is not populated","value-conditional-populated","non_empty(STRATAR) & empty(STRATARN)","predicate","2026-04-21T11:35:41Z","condition",NA
"467","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATARN is populated and STRATAR is not populated","value-conditional-populated","non_empty(STRATARN) & empty(STRATAR)","predicate","2026-04-21T11:35:41Z","condition",NA
"468","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATAR for a given value of STRATARN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(STRATARN,STRATAR)","predicate","2026-04-21T11:50:50Z","unique",NA
"469","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATARN for a given value of STRATAR, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(STRATAR,STRATARN)","predicate","2026-04-21T11:50:50Z","unique",NA
"47","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SITEID is not present within ADSL","presence-required","not_exists(SITEID)","predicate","2026-04-21T13:35:21Z",NA,NA
"470","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATwR is populated and STRATwRN is not populated","value-pair-coupled","non_empty(STRATwR) & empty(STRATwRN)","predicate","2026-04-21T13:12:28Z",NA,NA
"471","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATwRN is populated and STRATwR is not populated","value-pair-coupled","non_empty(STRATwRN) & empty(STRATwR)","predicate","2026-04-21T13:12:28Z",NA,NA
"474","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATAV is populated and STRATAVN is not populated","value-conditional-populated","non_empty(STRATAV) & empty(STRATAVN)","predicate","2026-04-21T11:35:41Z","condition",NA
"475","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATAVN is populated and STRATAV is not populated","value-conditional-populated","non_empty(STRATAVN) & empty(STRATAV)","predicate","2026-04-21T11:35:41Z","condition",NA
"476","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATAV for a given value of STRATAVN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(STRATAVN,STRATAV)","predicate","2026-04-21T11:50:50Z","unique",NA
"477","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATAVN for a given value of STRATAV, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(STRATAV,STRATAVN)","predicate","2026-04-21T11:50:50Z","unique",NA
"478","CDISC","ADaM-IG","1.2,1.3","Medium","On a given record, STRATwV is populated and STRATwVN is not populated","value-pair-coupled","non_empty(STRATwV) & empty(STRATwVN)","predicate","2026-04-21T13:12:28Z",NA,NA
