"rule_id","authority","standard","ig_version","severity","message","pattern","check_tree_preview","status","converted_at","p21_primitive","notes"
"10","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of FL is equal to Y and a variable with the same root and a suffix of FN is not equal to 1",NA,NA,"narrative",NA,NA,NA
"11","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of FL is equal to N and a variable with the same root and a suffix of FN is not equal to 0",NA,NA,"narrative",NA,NA,NA
"12","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of FL is equal to null and a variable with the same root and a suffix of FN is not equal to null",NA,NA,"narrative",NA,NA,NA
"121","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of a variable with a suffix of SDT is greater than the value of a variable with the same root and a suffix of EDT, considering only rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"122","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of a variable with a suffix of SDTM is greater than the value of a variable with the same root and a suffix of EDTM, considering only rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"127","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","Within a given value of PARAMCD for a subject, BASE is populated and there is not at least one record with ABLFL equal to Y",NA,NA,"narrative",NA,NA,NA
"128","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","Within a given value of PARAMCD for a subject, BASEC is populated and there is not at least one record with ABLFL equal to Y",NA,NA,"narrative",NA,NA,NA
"131","CDISC","ADaM-IG","1.0,1.2","Medium","Within a given value of PARAMCD, BASETYPE is populated for at least one record and is not populated for at least one record",NA,NA,"narrative",NA,NA,NA
"132","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","R2BASE is not equal to AVAL divided by BASE",NA,NA,"narrative",NA,NA,NA
"133","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","R2AyLO is not equal to AVAL divided by AyLO",NA,NA,"narrative",NA,NA,NA
"134","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","R2AyHI is not equal to AVAL divided by AyHI",NA,NA,"narrative",NA,NA,NA
"137","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","CRITyFL is populated and CRITy is not populated",NA,NA,"narrative",NA,NA,NA
"14","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable name does not start with a letter (A-Z)",NA,NA,"narrative",NA,NA,NA
"148","CDISC","ADaM-IG","1.0","Medium","PARAMN is not an integer",NA,NA,"narrative",NA,NA,NA
"15","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable name contains a character other than letters (A-Z), underscores (_), or numerals (0-9)",NA,NA,"narrative",NA,NA,NA
"151","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","Within a given value of PARAMCD, there is more than one value of CRITy",NA,NA,"narrative",NA,NA,NA
"152","CDISC","ADaM-IG","1.0,1.1,1.2","Medium","BASETYPE is present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",NA,NA,"narrative",NA,NA,NA
"154","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","Within a given PARAMCD and BASETYPE for a subject, more than one record has ABLFL equal to Y",NA,NA,"narrative",NA,NA,NA
"155","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","Within a given PARAMCD for a subject, more than one record has ABLFL equal to Y and BASETYPE is not present",NA,NA,"narrative",NA,NA,NA
"156","CDISC","ADaM-IG","1.0","Medium","A variable with a prefix of CRIT, a suffix of FL and containing a one-digit number (CRITyFL) is present and a variable with the same root without a suffix of FL (CRITy) is not present",NA,NA,"narrative",NA,NA,NA
"157","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a prefix of CRIT and a suffix of a one-digit number (CRITy) is present and a variable with the same root with a suffix of FL (CRITyFL) is not present",NA,NA,"narrative",NA,NA,NA
"160","CDISC","ADaM-IG","1.0,1.1","Medium","AWU is present and both AWLO and AWHI are not present",NA,NA,"narrative",NA,NA,NA
"165","CDISC","ADaM-IG","1.0,1.1,1.2","Medium","BASETYPE is present, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE",NA,NA,"narrative",NA,NA,NA
"168","CDISC","ADaM-IG","1.0,1.1,1.2","Medium","BASETYPE is present, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE",NA,NA,"narrative",NA,NA,NA
"169","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of CNSR is not a positive integer or 0",NA,NA,"narrative",NA,NA,NA
"176","CDISC","ADaM-IG","1.0,1.1","Medium","ABLFL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"178","CDISC","ADaM-IG","1.0,1.1","Medium","ANLzzFL is not equal to Y or null where zz is a zero-padded two-digit integer [01-99]",NA,NA,"narrative",NA,NA,NA
"18","CDISC","ADaM-IG","1.0","Medium","Labels for ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of 1) variables whose names contain indexes “y”, ""xx"", or “zz”; and (2) variable labels with asterisks (*) and ellipses (...) indicated for sponsor appropriate text)",NA,NA,"narrative",NA,NA,NA
"180","CDISC","ADaM-IG","1.0","Medium","SRCDOM has a value that is not an SDTM domain name or null",NA,NA,"narrative",NA,NA,NA
"181","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","BASETYPE is not present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD for a subject",NA,NA,"narrative",NA,NA,NA
"182","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","BASETYPE is not present, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD for a subject",NA,NA,"narrative",NA,NA,NA
"183","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","BASETYPE is not present, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD for a subject",NA,NA,"narrative",NA,NA,NA
"198","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","AVAL is not present and AVALC is not present",NA,NA,"narrative",NA,NA,NA
"199","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable is present in ADaM with the same name as a variable present in SDTM but the variables do not have identical data types",NA,NA,"narrative",NA,NA,NA
"2","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable is present in ADaM with the same name as a variable present in SDTM but the variables do not have identical labels",NA,NA,"narrative",NA,NA,NA
"200","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable is present in ADaM with the same name as a variable defined in the ADaM IG but the variables do not have identical data types",NA,NA,"narrative",NA,NA,NA
"204","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.AGE is not equal to DM.AGE","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"205","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.AGEU is not equal to DM.AGEU","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"206","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SEX is not equal to DM.SEX","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"207","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.RACE is not equal to DM.RACE","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"208","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SUBJID is not equal to DM.SUBJID","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"209","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SITEID is not equal to DM.SITEID","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"210","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.ARM is not equal to DM.ARM","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"211","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","ABLFN is not equal to 1 or null",NA,NA,"narrative",NA,NA,NA
"212","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","ANLzzFN is not equal to 1 or null where zz is a zero-padded two-digit integer [01-99]",NA,NA,"narrative",NA,NA,NA
"221","CDISC","ADaM-IG","1.0","Medium","Within a given value of PARAMCD, there is more than one value of AVALCATy for a given value of AVAL",NA,NA,"narrative",NA,NA,NA
"222","CDISC","ADaM-IG","1.0","Medium","Within a given value of PARAMCD, there is more than one value of BASECATy for a given value of BASE and y",NA,NA,"narrative",NA,NA,NA
"224","CDISC","ADaM-IG","1.0","Medium","Within a given value of PARAMCD, there is more than one value of CHGCATy for a given value of CHG and y",NA,NA,"narrative",NA,NA,NA
"226","CDISC","ADaM-IG","1.0","Medium","Within a given value of PARAMCD, there is more than one value of PCHGCATy for a given value of PCHG and y",NA,NA,"narrative",NA,NA,NA
"231","CDISC","ADaM-IG","1.0","Medium","Within a given value of TRTxxP, there is more than one value of TRxxPGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"232","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRxxPGy for a given value of TRxxPGyN, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"233","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRxxPGyN for a given value of TRxxPGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"234","CDISC","ADaM-IG","1.0","Medium","Within a given value of TRTxxA, there is more than one value of TRxxAGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"235","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRxxAGy for a given value of TRxxAGyN, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"236","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRxxAGyN for a given value of TRxxAGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"237","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTPGy for a given value of TRTPGyN, where y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"238","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTPGyN for a given value of TRTPGy, where y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"239","CDISC","ADaM-IG","1.0","Medium","TRTPGy is present and TRTA is present but TRTAGy is not present, where y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"240","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTAGy for a given value of TRTAGyN, where y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"241","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTAGyN for a given value of TRTAGy, where y is a single-digit integer [1-9]",NA,NA,"narrative",NA,NA,NA
"242","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTxxAN for a given value of TRTxxA, where xx is an integer [01-99, zero-padded]",NA,NA,"narrative",NA,NA,NA
"243","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTxxA for a given value of TRTxxAN, where xx is an integer [01-99, zero-padded]",NA,NA,"narrative",NA,NA,NA
"252","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","AVAL is present or AVALC is present",NA,NA,"narrative",NA,NA,NA
"254","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","PARAM is present",NA,NA,"narrative",NA,NA,NA
"256","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The values of USUBJID are not present in ADSL",NA,NA,"narrative",NA,NA,NA
"26","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","COMPLFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"269","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","TRTEMFL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"27","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","FASFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"270","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","PREFL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"271","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","FUPFL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"272","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a prefix of AOCC and a suffix of FL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"279","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","AESEVN is not equal to 1, 2, 3, or null",NA,NA,"narrative",NA,NA,NA
"28","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","ITTFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"282","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","ASEVN is not equal to 1, 2, 3, or null",NA,NA,"narrative",NA,NA,NA
"29","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","PPROTFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"30","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SAFFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"304","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzNAM is populated and SMQzzCD is not populated",NA,NA,"narrative",NA,NA,NA
"305","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzNAM is populated and SMQzzSC is not populated",NA,NA,"narrative",NA,NA,NA
"306","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzCD is populated and SMQzzNAM is not populated",NA,NA,"narrative",NA,NA,NA
"307","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzCD is populated and SMQzzSC is not populated",NA,NA,"narrative",NA,NA,NA
"308","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzSC is populated and SMQzzNAM is not populated",NA,NA,"narrative",NA,NA,NA
"309","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzSC is populated and SMQzzCD is not populated",NA,NA,"narrative",NA,NA,NA
"31","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","RANDFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"312","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzSC is not equal to BROAD or NARROW, where zz is a zero-padded two-digit integer [01-99]",NA,NA,"narrative",NA,NA,NA
"313","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SMQzzSCN is not equal to 1 or 2, where zz is a zero-padded two-digit integer [01-99]",NA,NA,"narrative",NA,NA,NA
"32","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","ENRLFN is present and has a value that is not 1 or 0",NA,NA,"narrative",NA,NA,NA
"321","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A dataset label is ""Subject-Level Analysis Dataset"" and the dataset is not named ADSL",NA,NA,"narrative",NA,NA,NA
"322","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a given value of TRTP, there is more than one value of TRTPGy, where y is an integer [1-99, not zero-padded]",NA,NA,"narrative",NA,NA,NA
"323","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a study, there is more than one value of APHASEN for a given value of APHASE, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"324","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a study, there is more than one value of APHASE for a given value of APHASEN, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"325","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a value of APERIOD, there is more than one value of ASPER for a given value of ASPERC, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"326","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","Within a value of APERIOD, there is more than one value of ASPERC for a given value of ASPER, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"33","CDISC","ADaM-IG","1.0,1.1","Medium","A variable with a suffix of RFL has a value that is not Y or null",NA,NA,"narrative",NA,NA,NA
"335","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","CRITyFL is present and CRITy is not present",NA,NA,"narrative",NA,NA,NA
"336","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","CRITy is present and CRITyFL is not present",NA,NA,"narrative",NA,NA,NA
"337","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","MCRITyML is present and MCRITy is not present",NA,NA,"narrative",NA,NA,NA
"338","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","MCRITy is present and MCRITyML is not present",NA,NA,"narrative",NA,NA,NA
"339","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","MCRITyML is populated and MCRITy is not populated",NA,NA,"narrative",NA,NA,NA
"34","CDISC","ADaM-IG","1.0,1.1","Medium","A variable with a suffix of PFL has a value that is not Y or null",NA,NA,"narrative",NA,NA,NA
"346","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","R2AyLO is present and AyLO is not present",NA,NA,"narrative",NA,NA,NA
"349","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","R2AyHI is present and AyHI is not present",NA,NA,"narrative",NA,NA,NA
"35","CDISC","ADaM-IG","1.0,1.1","Medium","A variable with a suffix of RFN has a value that is not 1 or null",NA,NA,"narrative",NA,NA,NA
"352","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","AyIND is present and AyLO, AyHI, AyLOC, and AyHIC are all not present",NA,NA,"narrative",NA,NA,NA
"353","CDISC","ADaM-IG","1.1,1.2","Medium","BASETYPE is present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",NA,NA,"narrative",NA,NA,NA
"354","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","BASETYPE is not present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD for a subject",NA,NA,"narrative",NA,NA,NA
"355","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","There is more than one value of REGIONy for a given value of REGIONyN, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"356","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","There is more than one value of REGIONyN for a given value of REGIONy, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"36","CDISC","ADaM-IG","1.0,1.1","Medium","A variable with a suffix of PFN has a value that is not 1 or null",NA,NA,"narrative",NA,NA,NA
"361","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ASTDT is greater than the value of AENDT, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"362","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of ASTDTM is greater than the value of AENDTM, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"363","CDISC","ADaM-IG","1.0,1.1","Medium","ONTRTFL is not equal to Y or null",NA,NA,"narrative",NA,NA,NA
"364","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","DOSEON or DOSCUMA is present and DOSEU is not present",NA,NA,"narrative",NA,NA,NA
"365","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","SDTM.EX is present and neither TRTEDT or TRTEDTM are present",NA,NA,"narrative",NA,NA,NA
"366","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","RANDDT is not present when RANDFL is equal to Y for at least one record",NA,NA,"narrative",NA,NA,NA
"367","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.ACTARM is not equal to DM.ACTARM","adsl-dm-consistency",NA,"predicate",NA,NA,NA
"368","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","TRxxAGy is not present and both TRxxPGy and TRTxxA are present",NA,NA,"narrative",NA,NA,NA
"369","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","*DTF is populated and neither *DT nor *DTM is populated",NA,NA,"narrative",NA,NA,NA
"37","CDISC","ADaM-IG","1.0","Medium","There is more than one value of a variable which has a suffix of GRyN for a given value of a variable with the same root name and suffix of GRy",NA,NA,"narrative",NA,NA,NA
"370","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","*TMF is populated and neither *TM nor *DTM is populated",NA,NA,"narrative",NA,NA,NA
"38","CDISC","ADaM-IG","1.0","Medium","There is more than one value of a variable which has a suffix of GRy for a given value of a variable with the same root name and suffix of GRyN",NA,NA,"narrative",NA,NA,NA
"39","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of DTF has a value that is not within Controlled Terminology for DATEFL",NA,NA,"narrative",NA,NA,NA
"40","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of TMF has a value that is not within Controlled Terminology for TIMEFL",NA,NA,"narrative",NA,NA,NA
"401","CDISC","ADaM-IG","1.2,1.3","Medium","AVAL is not populated or ATOXGRL is not populated, and ATOXDSCL is populated",NA,NA,"narrative",NA,NA,NA
"402","CDISC","ADaM-IG","1.2,1.3","Medium","AVAL is not populated or ATOXGRH is not populated, and ATOXDSCH is populated",NA,NA,"narrative",NA,NA,NA
"403","CDISC","ADaM-IG","1.2,1.3","Medium","Within a subject, there is more than one value of ATOXDSCL for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"405","CDISC","ADaM-IG","1.2,1.3","Medium","Within a subject, there is more than one value of ATOXDSCH for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"41","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A numeric variable with a suffix of DT does not have a date format",NA,NA,"narrative",NA,NA,NA
"413","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of ANLzzFN for a given value of ANLzzFL, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"414","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of ANLzzFL for a given value of ANLzzFN , considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"42","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A numeric variable with a suffix of TM does not have a time format, excluding ARELTM and variables with a suffix of DTM",NA,NA,"narrative",NA,NA,NA
"43","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A numeric variable with a suffix of DTM does not have a datetime format",NA,NA,"narrative",NA,NA,NA
"44","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of TM and a variable with a suffix of DTM with the same root name have different time values",NA,NA,"narrative",NA,NA,NA
"45","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of DT and a variable with a suffix of DTM with the same root name have different date values",NA,NA,"narrative",NA,NA,NA
"46","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of DY has a value of zero",NA,NA,"narrative",NA,NA,NA
"472","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATwR for a given value of STRATwRN, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"473","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATwRN for a given value of STRATwR, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"480","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATwV for a given value of STRATwVN, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"481","CDISC","ADaM-IG","1.2,1.3","Medium","There is more than one value of STRATwVN for a given value of STRATwV, considering only those rows on which both variables are populated",NA,NA,"narrative",NA,NA,NA
"492","CDISC","ADaM-IG","1.2,1.3","Medium","SHIFTy is present and all of the following variable pairs (BASECATy, AVALCATy), (BNRIND, ANRIND), (ByIND, AyIND), (BTOXGR, ATOXGR), (BTOXGRL, ATOXGRL), (BTOXGRH, ATOXGRH), (BASE, AVAL) and (BASEC, AVALC) are not present",NA,NA,"narrative",NA,NA,NA
"493","CDISC","ADaM-IG","1.2,1.3","Medium","ANLzzFL is equal to ""N"" where zz is a zero-padded two-digit integer [01-99]",NA,NA,"narrative",NA,NA,NA
"494","CDISC","ADaM-IG","1.2,1.3","Medium","ABLFL is equal to ""N""",NA,NA,"narrative",NA,NA,NA
"496","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A dataset name does not start with ""AD"" when dataset class is not missing",NA,NA,"narrative",NA,NA,NA
"497","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","A dataset name starts with ""AD"" when the dataset class is missing",NA,NA,"narrative",NA,NA,NA
"498","CDISC","ADaM-IG","1.2,1.3","Medium","For every unique combination of a w value of ASPER and xx value of APERIOD in BDS or OCCDS datasets, there is not a variable PxxSw",NA,NA,"narrative",NA,NA,NA
"5","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable with a suffix of FL has a value that is not Y, N or null",NA,NA,"narrative",NA,NA,NA
"521","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","A variable which has a suffix of GRyN is present and a variable with the same root name and suffix of GRy is not present",NA,NA,"narrative",NA,NA,NA
"526","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","ANLzzFN is present and ANLzzFL is not present",NA,NA,"narrative",NA,NA,NA
"53","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","The value of USUBJID is not present in SDTM.DM",NA,NA,"narrative",NA,NA,NA
"531","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","SEVGRyN is present and SEVGRy is not present",NA,NA,"narrative",NA,NA,NA
"534","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","RELGRyN is present and RELGRy is not present",NA,NA,"narrative",NA,NA,NA
"537","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","TOXGGRyN is present and TOXGGRy is not present",NA,NA,"narrative",NA,NA,NA
"538","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","SMQzzSCN is present and SMQzzSC is not present",NA,NA,"narrative",NA,NA,NA
"543","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","AVALCAyN is present and AVALCATy is not present",NA,NA,"narrative",NA,NA,NA
"544","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","BASECAyN is present and BASECATy is not present",NA,NA,"narrative",NA,NA,NA
"545","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","CHGCATyN is present and CHGCATy is not present",NA,NA,"narrative",NA,NA,NA
"546","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","PCHGCAyN is present and PCHGCATy is not present",NA,NA,"narrative",NA,NA,NA
"547","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","PARCATyN is present and PARCATy is not present",NA,NA,"narrative",NA,NA,NA
"552","CDISC","ADaM-IG","1.1,1.2,1.3","Medium","MCRITyMN is present and MCRITyML is not present",NA,NA,"narrative",NA,NA,NA
